,id,emotion,utterance,cause_utterance,cause_span,input_text,start_index,end_index,emotion_label
82,dailydialog_tr_2101_utt_15_true_cause_utt_9_span_3,disgust,I can't afford to move right now .,"They are ! Besides being loud and arrogant , they're also terrible gossips . They're always talking about everybody else in the apartment .","Besides being loud and arrogant , they're also terrible gossips . They're always talking about everybody else in the apartment .","I can't afford to move right now . They are ! Besides being loud and arrogant , they're also terrible gossips . They're always talking about everybody else in the apartment .",14,39,1
83,dailydialog_tr_2101_utt_15_true_cause_utt_15_span_4,disgust,I can't afford to move right now .,I can't afford to move right now .,I can't afford to move right now .,I can't afford to move right now . I can't afford to move right now .,11,20,1
84,dailydialog_tr_2101_utt_17_true_cause_utt_3_span_0,disgust,"I think you're being a bit optimistic . If you met them , you'd understand .",They're incredibly selfish . They ' re always up until the wee hours of the night playing their music so loudly that I have to wear earplugs in order to fall asleep !,They're incredibly selfish . They ' re always up until the wee hours of the night playing their music so loudly that I have to wear earplugs in order to fall asleep !,"I think you're being a bit optimistic . If you met them , you'd understand . They're incredibly selfish . They ' re always up until the wee hours of the night playing their music so loudly that I have to wear earplugs in order to fall asleep !",21,59,1
85,dailydialog_tr_2101_utt_17_true_cause_utt_5_span_1,disgust,"I think you're being a bit optimistic . If you met them , you'd understand .","I tried to introduce myself to them when they moved in , but they were so arrogant that I didin't want to ever talk to them again !",they were so arrogant that I didin't want to ever talk to them again !,"I think you're being a bit optimistic . If you met them , you'd understand . I tried to introduce myself to them when they moved in , but they were so arrogant that I didin't want to ever talk to them again !",34,51,1
86,dailydialog_tr_2101_utt_17_true_cause_utt_7_span_2,disgust,"I think you're being a bit optimistic . If you met them , you'd understand .",They both just talk about how great they are all the time .,They both just talk about how great they are all the time .,"I think you're being a bit optimistic . If you met them , you'd understand . They both just talk about how great they are all the time .",21,33,1
87,dailydialog_tr_2101_utt_17_true_cause_utt_9_span_3,disgust,"I think you're being a bit optimistic . If you met them , you'd understand .","They are ! Besides being loud and arrogant , they're also terrible gossips . They're always talking about everybody else in the apartment .","Besides being loud and arrogant , they're also terrible gossips . They're always talking about everybody else in the apartment .","I think you're being a bit optimistic . If you met them , you'd understand . They are ! Besides being loud and arrogant , they're also terrible gossips . They're always talking about everybody else in the apartment .",24,49,1
88,dailydialog_tr_2101_utt_17_true_cause_utt_15_span_4,disgust,"I think you're being a bit optimistic . If you met them , you'd understand .",I can't afford to move right now .,I can't afford to move right now .,"I think you're being a bit optimistic . If you met them , you'd understand . I can't afford to move right now .",21,30,1
89,dailydialog_tr_2101_utt_17_true_cause_utt_16_span_5,disgust,"I think you're being a bit optimistic . If you met them , you'd understand .","Well , perhaps you should have a party and try to get to know them better . Maybe once you get to know them , they'll turn out to be more sensitive .",perhaps you should have a party and try to get to know them better .,"I think you're being a bit optimistic . If you met them , you'd understand . Well , perhaps you should have a party and try to get to know them better . Maybe once you get to know them , they'll turn out to be more sensitive .",23,37,1
90,dailydialog_tr_1146_utt_2_true_cause_utt_2_span_0,sadness,"Don't mention it . The thesis due date is coming , but my thesis isn't even close to being done .","Don't mention it . The thesis due date is coming , but my thesis isn't even close to being done .","The thesis due date is coming , but my thesis isn't even close to being done .","Don't mention it . The thesis due date is coming , but my thesis isn't even close to being done . Don't mention it . The thesis due date is coming , but my thesis isn't even close to being done .",32,50,4
91,dailydialog_tr_1146_utt_3_true_cause_utt_3_span_0,sadness,"I've finished the first draft , but the professor said it's poorly written . I have to rewrite it . it's so depressing .","I've finished the first draft , but the professor said it's poorly written . I have to rewrite it . it's so depressing .",the professor said it's poorly written . I have to rewrite it . it's so depressing .,"I've finished the first draft , but the professor said it's poorly written . I have to rewrite it . it's so depressing . I've finished the first draft , but the professor said it's poorly written . I have to rewrite it . it's so depressing .",43,66,4
92,dailydialog_tr_1146_utt_4_true_cause_utt_2_span_0,sadness,"Don't worry . Anyway , you are better than me .","Don't mention it . The thesis due date is coming , but my thesis isn't even close to being done .","The thesis due date is coming , but my thesis isn't even close to being done .","Don't worry . Anyway , you are better than me . Don't mention it . The thesis due date is coming , but my thesis isn't even close to being done .",20,38,4
93,dailydialog_tr_1146_utt_4_true_cause_utt_3_span_1,sadness,"Don't worry . Anyway , you are better than me .","I've finished the first draft , but the professor said it's poorly written . I have to rewrite it . it's so depressing .",the professor said it's poorly written . I have to rewrite it . it's so depressing .,"Don't worry . Anyway , you are better than me . I've finished the first draft , but the professor said it's poorly written . I have to rewrite it . it's so depressing .",23,46,4
94,dailydialog_tr_188_utt_1_true_cause_utt_1_span_0,happiness,This is a nice set of wheels . How much did the dealer charge you for this ?,This is a nice set of wheels . How much did the dealer charge you for this ?,This is a nice set of wheels .,This is a nice set of wheels . How much did the dealer charge you for this ? This is a nice set of wheels . How much did the dealer charge you for this ?,19,26,3
95,dailydialog_tr_188_utt_2_true_cause_utt_1_span_0,happiness,"A lot . I probably got to moonlight for the rest of my life , but so what , it ' s worth it . Come on , get in . Let ' s take a drive .",This is a nice set of wheels . How much did the dealer charge you for this ?,This is a nice set of wheels .,"A lot . I probably got to moonlight for the rest of my life , but so what , it ' s worth it . Come on , get in . Let ' s take a drive . This is a nice set of wheels . How much did the dealer charge you for this ?",39,46,3
96,dailydialog_tr_188_utt_2_true_cause_utt_2_span_1,happiness,"A lot . I probably got to moonlight for the rest of my life , but so what , it ' s worth it . Come on , get in . Let ' s take a drive .","A lot . I probably got to moonlight for the rest of my life , but so what , it ' s worth it . Come on , get in . Let ' s take a drive .","it ' s worth it . Come on , get in . Let ' s take a drive .","A lot . I probably got to moonlight for the rest of my life , but so what , it ' s worth it . Come on , get in . Let ' s take a drive . A lot . I probably got to moonlight for the rest of my life , but so what , it ' s worth it . Come on , get in . Let ' s take a drive .",58,76,3
97,dailydialog_tr_188_utt_3_true_cause_utt_3_span_0,happiness,"Okay then , let ' s go fast ! Whoa ! This thing can really accelerate fast .","Okay then , let ' s go fast ! Whoa ! This thing can really accelerate fast .",Whoa ! This thing can really accelerate fast .,"Okay then , let ' s go fast ! Whoa ! This thing can really accelerate fast . Okay then , let ' s go fast ! Whoa ! This thing can really accelerate fast .",29,38,3
